,nombre articulo,precio,link,company,model,year,version,color,fuel,doors,transmisions,motor,bodywork,km
1113,Jeep Commander Limited 2.0td 4x4 At,$15.400.000,https://auto.mercadolibre.com.ar/MLA-1222230394-jeep-commander-limited-20-td-4x4-at-2022-0km-_JM#position=46&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Jeep,Commander,2022,LIMITED 2.0TD 4X4 AT,Gris,Diésel,5,Automática secuencial,2.0TD 170CV,Off-Road,0 km
1114,Renault Sandero 1.6 16v Sense,$4.400.000,https://auto.mercadolibre.com.ar/MLA-1291906072-renault-sandero-zen-16-0km-tomamos-permuta-financiamos-jl-_JM#position=47&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Renault,Sandero,2022,1.6 16v Sense,Blanco,Nafta,5,Manual,1.6,Hatchback,0 km
1115,Renault Logan Intense,$4.230.000,https://auto.mercadolibre.com.ar/MLA-1127741156-renault-logan-intense-modelo-2022-oferta-jp-_JM#position=48&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Renault,Logan,2022,intense,Blanco,Nafta,5,Manual,1.6,Sedán,0 km
1116,Chevrolet S-10 Ltz 4x4 A/t,$12.090.000,https://auto.mercadolibre.com.ar/MLA-1132761982-chevrolet-s10-dcab-28tdi-ltz-4x4-automatico-2023-aa-_JM#position=49&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Chevrolet,S-10,2021,LTZ 4X4 A/T,Blanco,Diésel,4,Automática,2.8,Pick-Up,0 km
1117,Fiat Cronos S Design,$3.050.000,https://auto.mercadolibre.com.ar/MLA-1142177746-cronos-13-drive-conectividad-anticipo-cuotas-fijas-ca-_JM#position=50&search_layout=stack&type=item&tracking_id=01a8c565-1479-49e3-90c8-2a2c1bf4a860,Fiat,Cronos,2022,S DESIGN,Negro,Nafta,4,1.3,0 km,.,.
1118,Cuatriciclo Fonix Gomoto 2.4 Auto Electrico Financia 60 Ctas,$1.850.000,https://moto.mercadolibre.com.ar/MLA-1222563022-cuatriciclo-fonix-gomoto-24-auto-electrico-financia-60-ctas-_JM#position=1&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Cuatriciclos,fonix,k5ms,2021,2500 cc,0 km,2500 W,.,.,.,.
1119,Mini Cooper 1.5 F56 Pepper 136cv,U$S61.800,https://auto.mercadolibre.com.ar/MLA-1146920232-mini-_JM#position=2&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Mini,Cooper,2022,1.5 F56 Pepper 136cv,Rojo,Nafta,3,Automática,1.5,Hatchback,0 km
1120,Toyota Etios 1.5 Xls At,$5.401.000,https://auto.mercadolibre.com.ar/MLA-1184125244-toyota-etios-2022-15-xls-at-_JM#position=3&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Toyota,Etios,2022,1.5 Xls At,Nafta,5,Automática,1.5,Hatchback,0 km,.
1121,Fiat Toro 2.0 Ranch 4x4 At,$9.600.000,https://auto.mercadolibre.com.ar/MLA-853317743-fiat-toro-20-ultra-4x4-at-9-2022-_JM#position=4&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Fiat,Toro,2021,2.0 Ranch 4x4 At,Blanco,Diésel,4,Automática,2.0,Pick-Up,0 km
1122,Nissan Kicks 1.6 Advance Cvt 120cv,$7.928.900,https://auto.mercadolibre.com.ar/MLA-1110877361-nuevo-kicks-advance-cvt-_JM#position=5&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Nissan,Kicks,2021,1.6 Advance Cvt 120cv,Blanco,Nafta,5,Automática,1.6,Hatchback,0 km
1123,"Renault Kangoo Emotion 1,6 5 Asientos",$5.590.000,https://auto.mercadolibre.com.ar/MLA-1132891017-renault-kangoo-emotion-5-a-oferta-ca-_JM#position=6&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Renault,Kangoo,2022,"emotion 1,6 5 asientos",Gris,Nafta,6,Manual,"1,6 16 v",Furgón,0 km
1124,Chevrolet Onix 1.0 Turbo Premier Ii At,$4.605.000,https://auto.mercadolibre.com.ar/MLA-1149482028-onix-plus-ltz-at-entrega-ya-ld-5-_JM#position=7&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Chevrolet,Onix,2022,1.0 Turbo Premier Ii At,Blanco,Nafta,5,Automática,1.0,Hatchback,0 km
1125,Renault Duster Oroch Outsider 1.3 4x4,$9.301.500,https://auto.mercadolibre.com.ar/MLA-1184407898-renault-oroch-outsider-13-4x4-mja-_JM#position=8&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Renault,Duster Oroch,2022,Outsider 1.3 4x4,Plateado,Nafta,4,Manual,1.3,Pick-Up,0 km
1126,Chevrolet Tracker Suv Chevrolet Tracker 1.2 Nafta Turbo 132 Cv Manual,$5.368.999,https://auto.mercadolibre.com.ar/MLA-1185120310-plan-de-ahorro-chevrolet-tracker-12n-turbo-manual-2023-ep-_JM#position=9&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Chevrolet,Tracker,2022,SUV Chevrolet Tracker 1.2 Nafta Turbo 132 cv Manual,Plateado,Nafta,5,Manual,1.2 Turbo Nafta 12 Válvulas (DOHC) 132 CV,SUV,0 km
1127,Citroën C4 Cactus,$4.400.369,https://auto.mercadolibre.com.ar/MLA-1259276207-nuevo-citroen-c4-cactus-0km-my-2023-_JM#position=10&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Citroën,C4,2023,CACTUS,Plateado,Nafta/GNC,4,Automática,1.6,SUV,0 km
1128,Chevrolet Cruze 5 1.4 Lt At 5p,$6.400.000,https://auto.mercadolibre.com.ar/MLA-1141962459-chevrolet-cruze-5-puertas-lt-14n-turbo-automatico-2022-br-_JM#position=11&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Chevrolet,Cruze 5,2022,1.4 Lt At 5p,Blanco,Nafta,5,Automática,1.4,Hatchback,0 km
1129,Honda Hr-v 1.8 Ex 2wd Cvt,U$S25.990,https://auto.mercadolibre.com.ar/MLA-1198365331-honda-hr-v-ex-cvt-18-_JM#position=12&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Honda,HR-V,2021,1.8 Ex 2wd Cvt,Gris,Nafta,5,Automática,1.8,SUV,0 km
1130,Fonix K5ms 2021,$1.850.000,https://auto.mercadolibre.com.ar/MLA-1222472654-fonix-gomoto-24-auto-electrico-precio-final-60-cuotas-_JM#position=13&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,FONIX,K5MS,2021,2021,Rojo,Eléctrico,2,Automática,2500W,Coupé,0 km
1131,Bmw X2 X2 M35i,U$S112.900,https://auto.mercadolibre.com.ar/MLA-1305949839-bmw-x2-m35i-bmw-autopremier-_JM#position=14&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,BMW,X2,2023,x2 m35i,Negro,Nafta,5,Monovolumen,0 km,.,.
1132,Chevrolet Onix 1.0 Turbo Premier Ii At,$5.849.000,https://auto.mercadolibre.com.ar/MLA-1143308372-chevrolet-onix-premier-ii-automatico-2023-10-turbo-_JM#position=15&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Chevrolet,Onix,2021,1.0 Turbo Premier Ii At,Blanco,Nafta,5,Automática,1.0,Hatchback,0 km
1133,Fiat Cronos 1.3 Gse Drive Pack Conectividad,$3.400.000,https://auto.mercadolibre.com.ar/MLA-1308084041-nuevo-fiat-cronos-sporting-desing-my23-credito-cuota-fija-jf-_JM#position=16&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Fiat,Cronos,2022,1.3 Gse Drive Pack Conectividad,Rojo,Nafta,4,Manual,1.3,Sedán,0 km
1134,Jeep Renegade 1.8 Sport At Plus,$7.400.000,https://auto.mercadolibre.com.ar/MLA-1133996803-nuevo-jeep-renegade-sport-at-linea-nueva-entrega-inmediata-_JM#position=17&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Jeep,Renegade,2022,1.8 Sport At Plus,Gris,Nafta,5,Automática,1.8,SUV,0 km
1135,Audi Q2 1.4 35 Tfsi Sport 150 Cv,U$S51.900,https://auto.mercadolibre.com.ar/MLA-1292209323-audi-q2-0km-2023-2021-35-tfsi-150cv-audibsas-automatico-2022-_JM#position=18&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Audi,Q2,2022,1.4 35 Tfsi Sport 150 Cv,Azul,Nafta,5,Automática,1.4,SUV,0 km
1136,Nissan Versa Sense,$37.000,https://vehiculo.mercadolibre.com.ar/MLA-1144159682-nissan-versa-sense-mt-0km-plan-de-ahorro-taikki-autos-_JM#position=19&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Nissan,Versa,2023,Sense,-,Sí,Licitación/sorteo,-,80-20,Nuevo,.
1137,Renault Sandero 1.6 16v Intense,$4.200.000,https://auto.mercadolibre.com.ar/MLA-1309621789-renault-sandero-intens-16-0km-2023-stock-disponible-perm-jl-_JM#position=20&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Renault,Sandero,2022,1.6 16v Intense,Gris,Nafta,5,Manual,1.6,Hatchback,0 km
1138,Audi A4 2.0 Fsi 190cv,U$S47.800,https://auto.mercadolibre.com.ar/MLA-1140714719-audi-a4-2019-0km-2018-2020-2021-2022-a5-a3-sedan-q2-q3-a419-_JM#position=21&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Audi,A4,2019,2.0 Fsi 190cv,Azul,Nafta,4,Manual,2.0,Sedán,14000 km
1139,Jeep Compass 1.3 T270 Longitude,$13.199.000,https://auto.mercadolibre.com.ar/MLA-1146130149-jeep-compass-2022-13-t270-longitude-entrega-inmediata-_JM#position=22&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Jeep,Compass,2022,1.3 T270 Longitude,Azul,Nafta,5,Automática,1.3,SUV,0 km
1140,Peugeot 3008 2.0 Gt-line Hdi Pack Tiptronic,$17.343.500,https://auto.mercadolibre.com.ar/MLA-1225921711-peugeot-3008-2023-20-gt-line-hdi-pack-tiptronic-_JM#position=23&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Peugeot,3008,2023,2.0 Gt-line Hdi Pack Tiptronic,Gris,Diésel,5,Automática,2.0,SUV,0 km
1141,Renault Kangoo 1.6 Furgon Ph3 Confort 5as Lc,$4.810.000,https://auto.mercadolibre.com.ar/MLA-1145738527-renault-kangoo-5a-16-entrega-inmediata-financiacion-rci-l-_JM#position=24&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Renault,Kangoo,2021,1.6 Furgon Ph3 Confort 5as Lc,Gris,Nafta,3,Manual,1.6,Furgón,0 km
1142,Toyota Sw4 Srx 2.8 Tdi 204cv 6at 7 Asientos,$16.330.000,https://auto.mercadolibre.com.ar/MLA-1288635640-toyota-sw4-srx-28tdi-6at-7a-_JM#position=25&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Toyota,SW4,2023,SRX 2.8 TDI 204cv 6AT 7 ASIENTOS,Plateado,Diésel,5,Automática,2.8 TDI 204 CV,SUV,0 km
1143,Ford Bronco Sport 2.0 Wildtrak Entrega Inmdiata,$14.327.000,https://auto.mercadolibre.com.ar/MLA-1317448056-ford-bronco-20-wildtrak-entrega-inmdiata-a-_JM#position=26&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Ford,BRONCO SPORT,2023,2.0 WILDTRAK ENTREGA INMDIATA,Gris,Nafta,5,Automática,2.0L EcoBoost,Off-Road,0 km
1144,Fiat Strada Endurance,$4.834.400,https://auto.mercadolibre.com.ar/MLA-924297058-fiat-strada-0km-tomo-usados-finan-2023-13-o-14-m-_JM#position=27&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Fiat,Strada,2021,endurance,Rojo,Nafta/GNC,5,Manual,1.4,Monovolumen,0 km
1145,Renault Kangoo Emotion,$5.130.000,https://auto.mercadolibre.com.ar/MLA-1132872828-renault-kangoo-emotion-16-16v-oferta-2023-jp-_JM#position=28&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Renault,Kangoo,2022,emotion,Gris,Nafta,4,Manual,"1,6 16 v motor cadenero",Furgón,0 km
1146,Citroën C3 1.2 12v Puretech 82 Live,$3.046.300,https://auto.mercadolibre.com.ar/MLA-1266890288-citroen-c3-live-12-mt-2023-entrega-inmediata-3--_JM#position=29&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Citroën,C3,2022,1.2 12v Puretech 82 Live,Plateado,Nafta,5,Manual,1.2,Hatchback,0 km
1147,Fiat Pulse 1.0 Impetus T3 Cvt,$1.400.220,https://auto.mercadolibre.com.ar/MLA-1276051470-fiat-pulse-suv-impetus-segmento-b-tomo-usado-y-impetus-jf-_JM#position=30&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Fiat,Pulse,2022,1.0 Impetus T3 Cvt,Blanco,Nafta/GNC,5,Automática,1.0,SUV,0 km
1148,Fiat Cronos 1.3 Gse Drive Pack Conectividad,$3.979.999,https://auto.mercadolibre.com.ar/MLA-1297848400-fiat-cronos-drive-13-gse-entrega-inmediata-tom-usados-dlf-_JM#position=31&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Fiat,Cronos,2022,1.3 Gse Drive Pack Conectividad,Plateado,Nafta,4,Manual,1.3,Sedán,0 km
1149,Toyota Corolla Cross Seg Hv,$13.600.000,https://auto.mercadolibre.com.ar/MLA-1275752078-toyota-corolla-cross-seg-hv-hybrid-2023-0km-ciar-automotores-_JM#position=32&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Toyota,Corolla Cross,2022,SEG HV,Gris,Híbrido,5,Automática,1.8,Monovolumen,0 km
1150,Renault Logan 1.6 16v Life,$3.550.000,https://auto.mercadolibre.com.ar/MLA-1122259677-renault-logan-life-16-permuto-gol-power-toyota-fiat-idea-j-_JM#position=33&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Renault,Logan,2021,1.6 16v Life,Blanco,Nafta,4,Manual,1.6,Sedán,0 km
1151,Renault Kangoo Ii Express Confort 1.6 Sce,$3.994.000,https://auto.mercadolibre.com.ar/MLA-1302490102-renault-kangoo-furgon-express-2-asientos-16-16v-2023-d-_JM#position=34&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Renault,Kangoo,2022,Ii Express Confort 1.6 Sce,Blanco,Nafta,3,Manual,1.6,Furgón,0 km
1152,Jeep Renegade Sport At6,$8.050.000,https://auto.mercadolibre.com.ar/MLA-1303636814-nueva-jeep-renegade-sport-at6-2023-_JM#position=35&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Jeep,Renegade,2023,SPORT AT6,Negro,Nafta,4,Automática,1.8,SUV,0 km
1153,Renault Sandero 1.6 16v Sense,$3.681.000,https://auto.mercadolibre.com.ar/MLA-1307077792-renault-sandero-zen-16-0km-oportunidad-stock-entrega-inm-jl-_JM#position=36&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Renault,Sandero,2022,1.6 16v Sense,Blanco,Nafta,5,Manual,1.6,Hatchback,0 km
1154,Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,$12.299.900,https://auto.mercadolibre.com.ar/MLA-1140415085-chevrolet-s10-cd-ltz-4x4-automatica-2023-_JM#position=37&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Chevrolet,S10,2022,2.8 Cd 4x4 Ltz Tdci 200cv At,Gris,Diésel,4,Automática,2.8,Pick-Up,0 km
1155,Nissan Kicks 1.6 Exclusive 120cv,$8.480.000,https://auto.mercadolibre.com.ar/MLA-1316648812-nissan-kicks-exclusive-cvt-l-_JM#position=38&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Nissan,Kicks,2023,1.6 Exclusive 120cv,Gris,Nafta,5,Manual,1.6,Hatchback,0 km
1156,Peugeot 3008 2.0 Gt-line Hdi Tiptronic,$16.500.000,https://auto.mercadolibre.com.ar/MLA-874600526-peugeot-3008-20-gt-linehdi-tiptronic-0km-ultimas-unidades-_JM#position=39&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Peugeot,3008,2021,2.0 Gt-line Hdi Tiptronic,Azul,Diésel,5,Automática,2.0,SUV,1001 km
1157,Nissan Frontier 2.3bt X-gear 4x4 At L22,$11.332.800,https://auto.mercadolibre.com.ar/MLA-1241293005-nissan-frontier-2023-23bt-x-gear-4x4-at-l22-_JM#position=40&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Nissan,Frontier,2023,2.3bt X-gear 4x4 At L22,Gris,Diésel,4,Automática,2.3,Pick-Up,0 km
1158,Renault Kangoo Confort 5a,$4.909.000,https://auto.mercadolibre.com.ar/MLA-919247390-kangoo-confort-5a-16-ano-ch-_JM#position=41&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Renault,Kangoo,2022,Confort 5a,Gris,Nafta,5,Manual,1.6,Furgón,0 km
1159,Toyota Corolla Xei Hv,$7.582.000,https://auto.mercadolibre.com.ar/MLA-900563048-toyota-corolla-hv-xei-cvt-_JM#position=42&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Toyota,Corolla,2022,XEI HV,Plateado,Nafta,4,Automática,1.8,Sedán,0 km
1160,Toyota Corolla 1.8 Se-g Cvt 140cv,$8.332.000,https://auto.mercadolibre.com.ar/MLA-1116731054-toyota-corolla-20-seg-cvt-_JM#position=43&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Toyota,Corolla,2021,1.8 Se-g Cvt 140cv,Azul claro,Nafta,4,Automática,1.8,Sedán,0 km
1161,Renault Duster Iconic,$5.592.500,https://auto.mercadolibre.com.ar/MLA-1286734838-renault-duster-iconic-13-turbo-0km-entrega-inmediata-aes-_JM#position=44&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Renault,Duster,2022,Iconic,Plateado,Nafta,5,Automática,1.3 Turbo,SUV,0 km
1162,Toyota Yaris 1.5 107cv S,$5.431.000,https://auto.mercadolibre.com.ar/MLA-1147405010-toyota-yaris-15-5p-s-cvt-_JM#position=45&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Toyota,Yaris,2022,1.5 107cv S,Azul,Nafta,5,Manual,1.5,Hatchback,0 km
1163,Citroën C3 1.6 Vti 115 At6 Feel,$3.998.100,https://auto.mercadolibre.com.ar/MLA-1240806540-citron-c3-16-feel-0km-2023-permutas-llave-por-llave-3--_JM#position=46&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Citroën,C3,2022,1.6 Vti 115 At6 Feel,Blanco,Nafta,5,Automática,1.6,Hatchback,0 km
1164,Chevrolet Tracker 1.2 Turbo At Argentina,$5.299.999,https://auto.mercadolibre.com.ar/MLA-1266736706-nueva-suv-chevrolet-tracker-12-n-turbo-automatica-2022-mz-_JM#position=47&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Chevrolet,Tracker,2022,1.2 Turbo At argentina,Blanco,Nafta,5,Automática,1.2,SUV,0 km
1165,Citroën Berlingo 1.6 Vti 115 Business,$2.955.000,https://auto.mercadolibre.com.ar/MLA-1291074834-citron-berlingo-2023-16-vti-115-business-_JM#position=48&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Citroën,Berlingo,2023,1.6 Vti 115 Business,Blanco,Nafta,3,Manual,1.6,Furgón,0 km
1166,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline At,$8.530.000,https://auto.mercadolibre.com.ar/MLA-1191581485-volkswagen-amarok-confortline-4x2-at-0km-fisica-2023-_JM#position=49&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Volkswagen,Amarok,2022,2.0 Cd Tdi 180cv Comfortline At,Gris,Diésel,4,Automática,2.0,Pick-Up,0 km
1167,Citroën C4 Cactus 1.6 Vti 115 Feel,$3.650.000,https://auto.mercadolibre.com.ar/MLA-1220563421-citron-c4-cactus-2023-16-vti-115-feel-_JM#position=50&search_layout=stack&type=item&tracking_id=b7ce0506-8865-4780-8917-6f97d6dc22f5,Citroën,C4 Cactus,2023,1.6 Vti 115 Feel,Gris,Nafta,5,Manual,1.6,SUV,0 km
1168,Honda Hr-v 1.8 Lx 2wd Cvt,U$S23.990,https://auto.mercadolibre.com.ar/MLA-1220965873-honda-hr-v-lx-cvt-18-_JM#position=1&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Honda,HR-V,2021,1.8 Lx 2wd Cvt,Azul,Nafta,5,Automática,1.8,SUV,0 km
1169,Chevrolet Onix 1.0 Turbo Premier Ii At,$5.491.500,https://auto.mercadolibre.com.ar/MLA-1148922591-chevrolet-onix-premier-at-0km-entrega-ya-_JM#position=2&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Chevrolet,Onix,2022,1.0 Turbo Premier Ii At,Blanco,Nafta,5,Automática,1.0,Hatchback,0 km
1170,Jeep Renegade 1.8 Longitude At6,$8.800.000,https://auto.mercadolibre.com.ar/MLA-1221686753-jeep-renegade-longitude-13t-270-2022-0km-_JM#position=3&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Jeep,Renegade,2021,1.8 Longitude At6,Gris,Nafta,5,Automática,1.8,SUV,0 km
1171,Mercedes-benz Sprinter 516 Cdi Minibus 4325 19+1 Con Cámara,$19.100.000,https://auto.mercadolibre.com.ar/MLA-1255580183-mercedes-benz-sprinter-516-cdi-minibus-4325-191-con-camara-_JM#position=4&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Mercedes-Benz,Sprinter,2022,516 Cdi Minibus 4325 19+1 Con Cámara,Blanco,Diésel,2,Manual,2.1,Minivan,0 km
1172,Jeep Compass 1.3 T270 Limited,$16.978.000,https://auto.mercadolibre.com.ar/MLA-1315485243-jeep-compass-limited-t270-13-t-_JM#position=5&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Jeep,Compass,2023,1.3 T270 Limited,Gris,Nafta,5,Automática,1.3,SUV,0 km
1173,Honda Cr-v 2.4 Lx 2wd 175cv Cvt,U$S24.900,https://auto.mercadolibre.com.ar/MLA-1150792924-honda-cr-v-2016-24-lx-2wd-175cv-cvt-cubiertas-0km-_JM#position=6&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Honda,CR-V,2016,2.4 Lx 2wd 175cv Cvt,Blanco,Nafta,5,Automática,2.4,SUV,79000 km
1174,Renault Captur 1.6 Intens Cvt,$6.378.200,https://auto.mercadolibre.com.ar/MLA-1225291872-renault-captur-16-cvt-intens-0km-suv-stock-duster-tracker-g-_JM#position=7&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Renault,Captur,2022,1.6 Intens Cvt,Plateado,Nafta,5,Automática,1.6,SUV,0 km
1175,Citroën C3 1.2 12v Puretech 82 Feel,$3.748.500,https://auto.mercadolibre.com.ar/MLA-1255743042-nuevo-citroen-c3-12-0km-2023-financio-tomo-usado-y-motos-2--_JM#position=8&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Citroën,C3,2022,1.2 12v Puretech 82 Feel,Blanco,Nafta,5,Manual,1.2,Hatchback,0 km
1176,Mercedes-benz Sprinter Furgon 3665 316 Cdi Te V2 Edicion 25 Años,$14.132.700,https://auto.mercadolibre.com.ar/MLA-1122226569-sprinter-316-cdi-furgon-3665-te-v2-edicion-25-anos-_JM#position=9&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Mercedes-Benz,Sprinter,2022,furgon 3665 316 cdi te v2 edicion 25 años,Plateado,Diésel,4,Manual,2.1,Furgón,0 km
1177,Chevrolet S10 2.8 Ls Cd Tdci 200cv 4x2,$7.899.000,https://auto.mercadolibre.com.ar/MLA-1140379174-chevrolet-s10-cd-28-turbo-ls-4x2-2023-_JM#position=10&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Chevrolet,S10,2022,2.8 Ls Cd Tdci 200cv 4x2,Plateado,Diésel,4,Manual,2.8,Pick-Up,0 km
1178,Renault Sandero 1.6 16v Intense,$2.979.300,https://auto.mercadolibre.com.ar/MLA-1198276350-renault-sandero-life-zen-intense-16-5p-0km-2023-full-ff-_JM#position=11&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Renault,Sandero,2022,1.6 16v Intense,Blanco,Nafta,5,Manual,1.6,Hatchback,0 km
1179,Volkswagen Nivus 1.0 Tsi 170 Mt Confortline,$5.069.999,https://auto.mercadolibre.com.ar/MLA-1223551351-volkswagen-nivus-170tsi-mt-md-_JM#position=12&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Volkswagen,Nivus,2022,1.0 Tsi 170 Mt Confortline,Gris,Nafta,5,Manual,1.0,SUV,0 km
1180,Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline,$8.830.487,https://auto.mercadolibre.com.ar/MLA-1194824367-volkswagen-amarok-20-tdi-180cv-comfortline-4x2-mt-0km-34-_JM#position=13&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Volkswagen,Amarok,2022,2.0 Cd Tdi 180cv Comfortline,Gris,Diésel,4,Manual,2.0,Pick-Up,0 km
1181,Auto Electrico Fonix Gomoto 2.4  Simil Polaris Fin 60 Ctas,$1.850.000,https://moto.mercadolibre.com.ar/MLA-1222556641-auto-electrico-fonix-gomoto-24-simil-polaris-fin-60-ctas-_JM#position=14&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Cuatriciclos,Polaris,Rzr 800,2021,2500 cc,0 km,2500 W,.,.,.,.
1182,Renault Kangoo Ii Express Confort 1.6 Sce,$4.950.000,https://auto.mercadolibre.com.ar/MLA-1300096984-renault-kangoo-confort-16-2-a-oferta-entreg-inmedita-0km-jl-_JM#position=15&search_layout=stack&type=item&tracking_id=19b6beb2-ed14-474b-9637-1b70bd26290e,Renault,Kangoo,2022,Ii Express Confort 1.6 Sce,Blanco,Nafta,3,Manual,1.6,Furgón,0 km
